# 3D point list with one line of data per point:
# POINT3D_ID, X, Y, Z, R, G, B, ERROR, TRACK[] as (IMAGE_ID, POINT2D_IDX)
# Number of points: 8332
10674 2.63086033405 1.40416115778 0.942731184466 149 139 129 0.317998667903 194 2266
5489 -3.10339653466 -4.45341303796 4.41575774736 242 244 243 2.14435649447 40 8218
22265 0.2351167689 0.598445607702 -0.0289077607386 140 140 137 1.74278199391 194 10391
1522 -31.8475891557 -21.9233790084 67.7342840189 153 135 116 0.960830652994 40 7610
413 -13.8326342435 -7.03739098984 29.9538978926 17 25 14 1.61178156431 40 9300
10686 1.98958509881 1.62420819111 0.256074016791 88 72 59 0.552311985169 194 3221
1524 -4.83969621996 -5.63549782007 19.4642481155 85 80 74 1.14401035452 40 7652
415 -15.4435477319 -6.00918996166 28.9968439988 6 8 5 0.841871780109 40 9314
10688 2.24368007593 1.65423248925 0.0627066577662 164 161 150 0.447735328911 194 3088
1525 -18.4057613322 -8.83148649429 30.1250470748 145 154 109 1.10531616195 40 7626
5503 -5.92140286216 -4.71766196418 21.6310591507 26 29 22 1.45273588041 40 8739
21169 1.34899210273 0.916536593443 3.09127137035 114 107 99 1.29113128549 194 7390
416 -15.442552615 -6.00778914758 28.9960082963 6 8 5 0.936222046829 40 9315
21171 1.01993781687 0.758271510981 3.77473076855 96 88 83 1.74687492598 194 10045
418 -16.3430715925 -5.8052032162 28.7433701006 26 31 22 0.929283718392 40 9317
43572 0.27176035757 0.423174234265 -0.132895773341 31 32 20 1.77019088213 1 7896
10693 2.28313265402 1.79685722088 -0.507414186224 92 83 76 0.984456710606 194 3417
44820 -0.136577763161 0.496881141522 1.1618465203 37 38 33 3.07035894499 117 4271
423 -13.1006676385 -5.21226007664 28.9882494177 48 51 30 1.54676151055 40 8774
1537 -13.8384109534 -7.83428583744 30.1928884542 53 58 36 0.59447857338 40 7710
10701 2.99579419691 0.563244385704 4.17745675468 132 124 114 0.312270154427 194 9718
5545 -4.14353368238 -8.92905983361 18.9019839932 119 126 112 2.25452008543 40 9153
10731 3.74043596765 1.1548396387 1.70178937806 202 195 173 0.714848466877 194 6812
2815 -18.3141092059 -5.75893813233 27.8745638314 10 13 6 0.858231296381 40 7770
10736 2.13636710513 1.21026764077 1.82065325747 117 107 98 0.410352142815 194 7389
10747 2.92917577338 1.4112865895 0.859689196217 97 89 78 1.41420529559 194 2085
21232 2.51511375138 1.63630958039 0.0626668509862 105 96 87 0.517306071218 194 11567
479 -13.3862837967 -6.99823891412 29.7622933485 81 92 62 0.853160241491 40 9668
10763 -0.199306039905 1.36007655158 0.956131060087 217 213 210 0.945847276287 194 11946
2850 3.21720672754 -0.7180088922 8.09993474046 61 72 55 0.875701754492 40 4061
5583 2.00297855934 -1.16639455663 8.26397921033 33 42 15 1.02304658493 40 3780
496 -13.5075936449 -8.72963234677 32.7931389965 101 113 69 0.598508553038 40 3380
5584 -4.10704791717 -4.02852535927 5.2772264576 110 113 96 1.68732050156 40 5043
10770 0.404813242479 0.92547244079 -0.475228376755 71 70 66 1.76140508658 194 11754
42542 3.06719490951 1.45342040105 0.65975202835 98 90 83 0.999226465689 194 11464
5587 -4.10503888876 -4.02683762062 5.2743051352 110 113 96 1.58395395344 40 5042
501 -13.5921784941 -7.58895057763 31.6079832941 41 48 26 0.496942464271 40 3515
503 -13.5292894954 -7.95582160786 33.1376543296 12 19 12 0.899973425675 40 6182
10776 2.42674285275 1.6565134352 -0.0168526307358 92 85 75 0.432376928068 194 2970
2870 0.811554688599 0.991057257368 0.753735952726 183 178 174 1.01487418812 155 5153
10791 0.914050225236 1.19772875485 -0.973351525715 69 77 40 1.88018579761 194 10625
5606 -18.2457308045 -5.57896551716 27.3015312063 66 75 56 0.582599249258 40 3593
2877 -31.1561479882 -21.7960020782 67.5239131226 153 126 115 1.21259777763 40 7613
5609 -18.1672664761 -5.28657969318 27.3506692316 20 28 14 0.383351067596 40 3668
5613 -15.2977862975 -5.44754132068 29.2386259195 81 89 73 0.59950370872 40 3768
2883 -18.2737560803 -8.82614288931 28.8210901022 86 88 52 1.80602727497 40 8634
21280 0.311668187978 1.10444040599 2.68711858328 97 90 61 2.30222898553 194 12330
21283 0.107890105673 1.18083842309 0.560141156308 215 214 209 1.97057091574 1 6589
10803 2.19534943851 0.534266803609 4.43306546773 103 94 87 1.60905061623 194 12214
21287 -0.702297588579 1.25422932106 1.89627622221 138 133 69 1.92469534648 194 12940
10807 1.94631427487 0.598499924114 4.19964197077 151 142 133 0.648407467338 194 11406
21293 1.75297563242 1.0307316806 2.55355769482 112 103 94 1.01658750216 194 13048
5628 3.76260900831 -1.28648725273 8.38393927741 23 31 20 1.02857516839 40 3784
1541 -14.5412267641 -6.69623991398 28.8263223952 70 75 55 1.52681967967 40 6175
1542 -7.71934650209 -5.38359426014 23.9263972102 30 36 28 1.5345462356 40 7769
1544 -14.999968341 -6.54192808675 29.2999864396 33 39 25 1.44128756166 40 3551
1545 -13.8770278632 -5.9634078993 30.0822815991 75 84 65 1.47645576539 40 7809
1550 -10.449330158 -5.17095913056 28.5791297895 76 85 38 1.38266444055 40 7848
43611 -0.0187578573044 0.403379575747 0.652484687149 29 34 24 1.89561912443 1 9231
1577 1.05256621559 1.36902303306 -0.780705986543 33 35 33 1.17819037663 40 7960
43641 0.237109393121 0.908670719586 -0.0422817530709 173 173 171 1.28616035291 1 10066
1601 -18.5334390917 -8.65992357785 28.3313628736 156 163 123 0.967918840778 40 8627
43648 -0.245145262066 1.34637868385 1.14901249148 14 21 3 1.64043548173 194 10876
1612 -14.0490914556 -5.82536661147 30.0205022543 36 43 28 1.54912360009 40 9332
43663 2.94632082045 -0.820631667113 8.23755060032 60 69 52 1.03817555746 40 6446 1 6305
22396 0.263042981538 0.689536160485 -0.0864133717607 13 14 9 1.72978989692 1 2249
1650 -7.73365108698 -5.2607322624 23.57662786 16 21 17 0.851430463709 40 9310
1652 -13.650291554 -6.13636897138 31.4088662047 102 113 83 2.10489673797 40 9690
1654 -11.2799804285 -5.42578320263 29.5862663071 111 122 63 1.46473109807 40 9341
1679 -14.6715436741 -9.59524221932 34.2181470767 150 160 100 1.64690148526 40 9656
1682 -14.6804682056 -8.20212526425 29.9494521146 130 140 88 0.971900238486 40 9653
1699 -7.52848414532 -5.85165575099 23.9076374341 41 44 27 1.67228370934 40 9933
43743 6.36341914123 -1.92317253642 7.34404049089 32 40 27 0.925557094116 1 2030
1733 -15.2656861863 -6.21295574799 28.9943469275 11 17 10 0.678014308546 40 3597
1753 -30.6542239956 -21.8093534801 66.5790191264 67 56 53 1.1271268489 40 3055
1765 -18.3690338843 -7.98765478442 28.5918367712 108 118 91 0.796044082169 40 5979
1769 -18.6802629423 -7.61908187914 27.8781958 106 116 92 0.517366234406 40 5996
1783 -18.4578161576 -6.68837387938 28.4205238925 20 22 17 1.05001473407 40 6134
1790 -18.4168364836 -5.82262509623 26.8458498522 49 58 37 0.94497833684 40 6180
1801 -18.1589082215 -5.15309065499 27.2541003126 78 88 63 0.564589578118 40 6265
1802 -17.8277908381 -5.12393391761 27.4367993758 84 94 67 0.666825840595 40 6273
1809 -9.36540930798 -5.04748981423 28.4089015538 45 48 34 0.783104881504 40 3903
1823 -31.1369680865 -24.54884143 69.3485915761 176 183 191 0.687869248976 40 5810
1828 -20.0777696784 -8.27714682811 27.4702670783 58 67 37 0.858955839701 40 8626
43873 0.201300044596 0.795572283218 0.0748991315206 23 24 26 2.14972944431 1 10575
1832 -19.1627883196 -8.20190006433 28.6388513765 45 53 30 1.52171080316 40 7634
1835 -18.8836130862 -7.62672721543 27.6781852197 32 39 22 0.737042899774 40 5985
1836 -17.5385168885 -8.04312621205 29.0433570344 77 92 52 0.783665725348 40 7656
1837 -17.2699808348 -8.06356777478 29.244507319 52 65 35 0.983008871859 40 7660
1839 -18.8917220665 -7.68060650586 28.4356544433 29 32 23 1.39077361696 40 7661
1840 -18.2294894655 -7.63925075907 28.2679147876 46 53 37 1.12437868776 40 7666
1841 -18.2504804489 -7.64909679793 28.2979194864 46 53 37 0.921685519998 40 7665
1843 -5.42412699777 -5.56510041933 20.6593947952 26 31 24 0.932940162452 40 6069
1845 -18.8940042116 -6.94253618211 27.9317656265 22 29 18 0.743811561141 40 6083
1854 -14.7960116162 -5.40684722428 29.3104707731 48 53 33 0.289734534456 40 6315
43903 -0.481950494446 1.31549211922 1.34923924246 77 81 40 0.530909555703 1 11181
43908 0.191983498594 0.615435064135 0.0894749419217 0 0 0 2.04246745428 194 13529
1878 -18.2739180839 -8.82575963879 28.8244728883 81 86 55 1.86137512486 40 8635
43921 0.541383610405 1.82619265108 -0.951294503386 109 105 79 1.52049829847 1 8518
43922 0.207024016765 0.744244744234 0.0627587816975 188 187 184 2.06296908656 1 10932
1883 -18.5116106069 -8.12732094715 28.0553135547 63 71 47 0.855098374538 40 8649
43926 0.237312565633 0.90855367913 -0.0421507604654 172 173 170 1.43176259375 1 10067
1894 -18.1442134309 -5.53059487278 27.289967885 57 70 44 0.910786585933 40 7777
1913 -19.8325110833 -7.92074760538 27.7503041132 41 48 29 0.955663981933 40 9252
1915 -16.0664511151 -8.86313934541 31.3578556205 55 60 37 1.96839434635 40 8659
1917 -18.351746901 -7.51649587992 28.1608884757 84 91 73 1.35938915024 40 9273
1922 -18.0425288973 -5.39126523376 27.5148803265 59 69 45 0.801480789802 40 9316
43967 -3.32980679594 -4.35384676576 4.46917499135 252 255 255 1.97271423765 40 1003
43970 -0.942665383161 -14.8896759013 18.3231389383 146 152 134 0.40070405169 40 1060
43976 -3.46466799963 -16.3242398714 22.1191540988 88 98 80 0.996795500719 40 1326
1934 -18.1880053433 -8.22891394386 28.6381023993 76 86 51 0.947971053694 40 9257
1935 -18.5362188576 -7.88784217306 28.4292226462 47 51 34 0.844622843615 40 9642
22690 3.37156365741 1.33651165031 1.03548223748 182 184 170 2.30037666661 194 12233
1937 -17.7532300107 -7.95848163002 28.877961518 142 152 127 0.846085238287 40 9648
43981 -1.91659260287 -11.5567321557 19.9352739757 82 89 87 1.0005288463 40 1956
22692 0.25718104067 0.494432523566 -0.0607884316207 224 224 221 1.54354693948 194 12317
43984 -3.68180219257 -11.9510296064 22.2034416204 245 250 249 0.211362273674 40 2108
43985 0.602228389529 -9.79215331398 17.8559005028 91 101 81 0.971268685877 40 2106
1943 -15.6879940406 -6.74616785363 28.7052879326 49 54 38 1.69779680317 40 9664
43987 -1.3790731444 -8.96122640718 18.1209223831 97 106 69 1.05423695119 40 2277
1951 -15.7957618394 -7.47823163483 28.8836440864 82 90 68 1.40309564515 40 9926
1959 -31.284642674 -22.5568689968 66.9103167698 168 149 142 1.39127896155 40 9903
1962 -19.0285578878 -7.71529295427 27.5202916793 69 74 50 1.13275903891 40 9917
44006 5.21376509409 -2.50050630697 8.84859840177 19 27 13 0.78832828765 40 3240
1964 -16.7109353197 -7.55789714098 28.7396739575 88 100 54 0.939623129823 40 9924
1966 -18.2667199302 -5.55232292134 26.5386194353 45 57 33 1.36170870705 40 10103
1967 -18.5559983604 -7.93939329281 28.1947546487 104 116 86 0.981816168325 40 10180
44014 -3.37845325501 -4.77346970787 4.38215689192 255 255 255 0.180282831168 40 4659
44018 1.64103040095 -16.7581424204 18.7665073891 80 87 79 1.77840882557 40 4680
44019 -3.13042915607 -4.3653700079 4.31637821076 159 169 144 1.9298098859 40 931
1977 -7.66722501235 -5.72642167216 23.7296231445 50 50 23 2.06652893622 40 3494
44020 -3.13042915607 -4.3653700079 4.31637821076 159 169 144 1.9298098859 40 930
44031 -2.39968907157 -11.3960386262 20.1018088457 60 67 59 1.22925737195 40 5325
44039 5.14393675331 -2.53665047891 8.92542764154 42 45 34 1.25384915635 40 6013
44048 -3.54371910804 -4.86233977216 3.64987512964 159 164 157 0.790409641721 40 4472
44049 -3.43442739489 -4.62421408669 4.38209234883 140 144 121 1.2779448365 40 4718
44050 -3.43442739489 -4.62421408669 4.38209234883 140 144 121 1.2779448365 40 4719
44052 -1.48717975026 -17.0164016864 19.575640771 255 255 253 0.3541217144 40 8196
44053 -3.35273800214 -4.29202475155 4.34577648257 133 143 132 1.86766928891 40 4808
44054 -3.3305913681 -4.38275867077 4.55266938129 173 174 165 1.35590009528 40 6954
2014 -18.1885057836 -8.35930284636 29.1926092976 71 86 45 0.886037495507 40 5967
44060 -3.31926000334 -12.9503590028 22.3836077077 239 244 247 0.603927719384 40 7255
2018 -18.7802073254 -7.38563412778 28.1507660233 29 39 24 0.72129685711 40 3285
44062 -4.05115437475 -11.9203088452 21.1009537145 253 255 254 0.314498701296 40 5315
2021 -19.0692755882 -7.05942720025 27.6014623306 25 31 21 1.13817936284 40 3313
2022 -18.5405754283 -6.81132446809 28.2713098767 24 33 22 0.799054202424 40 6115
2034 -13.8672595689 -6.12909937261 31.0454462422 70 76 49 1.43309281315 40 3742
44077 -4.00619730209 -5.86580027851 4.09822644011 255 255 255 0.906405124316 40 8056
44079 3.38676908539 -17.767398445 18.1874827208 127 135 112 2.49929506911 40 8123
44080 -3.42265676007 -16.0797897027 18.7552046281 0 0 0 1.12783653729 40 6896
44081 3.11619664921 -17.6273424701 19.8467678369 250 252 249 1.18777113149 40 6870
44083 0.772630579608 -14.6032967008 17.2103540846 137 144 110 1.3374950381 40 8220
44084 -1.0463202002 -14.7261429877 18.2874318828 78 84 69 2.13142883884 40 6976
44087 -3.92027721788 -13.3866099232 23.558297433 246 241 235 2.13661305527 40 8432
44088 -3.85296935221 -13.1642134193 23.1664005868 246 241 235 1.71468516448 40 8431
44091 -5.09287906215 -6.98968794524 20.459085051 71 67 56 0.82048231813 40 7561
2049 -3.95915081119 -5.91108446476 4.10308597538 145 151 139 1.91743936585 40 8049
44095 -3.42346225313 -4.69175369191 4.50749425005 255 255 255 1.93308976362 40 8973
44096 3.22939548453 -17.6009101743 19.5028341487 0 0 0 2.19617886821 40 9453
44097 -1.80084353305 -17.9562257536 21.4998359769 255 255 255 1.56804327237 40 9474
44098 -3.26501556932 -3.86068305576 4.42702316962 231 237 237 1.7727595172 40 9027
2056 -34.0966762676 -22.3496204684 64.3633989099 129 113 113 1.37685746827 40 2900
2059 -7.0755058912 -6.00393209841 20.6791848468 72 73 49 1.84919229419 40 5972
44105 -1.96201029865 -11.6900505682 19.9131297842 44 53 48 1.48279858982 40 9107
44106 -3.33888233013 -12.8010180059 22.5557127703 62 66 56 1.6259857947 40 9116
44109 0.0376413560435 -10.7550568006 22.4055892168 213 224 228 0.872561486968 40 8506
44113 2.77907515609 -17.3014922178 20.0271200153 97 106 85 2.33590203545 40 9466
2089 -14.2009934342 -8.05125690309 29.9504742519 111 123 77 1.37131741364 40 6067
44132 4.32448733311 -6.73984717858 7.04894405128 255 255 255 0.479796328741 40 10146
2093 -12.6675193161 -8.03110101853 33.1575756142 11 16 9 1.01180635811 40 7758
44137 4.86748159278 -3.1870291928 8.82802816431 0 0 0 0.703233865192 40 10172
44154 -3.32885887477 -4.39619204954 4.46359893636 91 94 90 2.2145199461 40 976
44155 2.81440033599 -18.7304629252 19.5442700596 153 153 153 1.32650781029 40 9985
44168 1.06472038391 -16.6371144503 18.58044345 254 255 254 2.77767267902 40 4666
44179 4.93596501262 -6.07082178969 6.86912216871 136 126 123 1.59845449749 40 10008
44187 5.06572624661 -18.0691081343 18.2278587982 141 144 135 2.55045557473 40 489
44188 5.06572624661 -18.0691081343 18.2278587982 141 144 135 2.55045557473 40 490
44192 5.51701217202 -16.3772456518 17.9563215883 108 124 114 0.972027689437 40 705
44198 -2.22178082399 -14.3356892165 19.4228237031 98 107 76 1.28736403553 40 1356
2176 -5.13662933194 -4.85898848194 20.5654295144 64 76 54 0.674051776836 40 6176
2187 -17.99680738 -5.40984875098 27.7441972937 69 78 59 0.761887426347 40 3662
2197 -13.783421688 -6.11731264271 30.591093108 66 74 51 0.991915141603 40 6286
44252 0.750718388855 -14.4406694322 17.0707500678 136 139 110 0.549856654669 40 957
22991 -0.0307654295277 0.313407268075 0.659873616086 73 75 62 1.73809741269 1 1881
2292 -18.1917592613 -5.58657863125 27.8533266967 9 10 5 0.610477301826 40 6237
2299 -4.99108688235 -4.64041591526 20.377099188 74 73 53 0.735822669925 40 3548
2314 -18.0201951154 -4.8891536412 27.7801785883 55 62 44 1.4141544701 40 3777
44366 -1.8509705127 -17.2057457336 19.7172115512 254 255 253 1.62330097734 40 4712
2326 -4.95782099691 -3.65051189124 20.603026335 11 16 9 1.17649312868 40 3837
2333 -5.55471745749 -3.13056393194 20.1485233447 53 56 43 1.36368163743 40 3957
44398 -1.85990693797 -16.297561487 25.7164580479 50 52 47 2.95303688254 40 10156
2494 -18.2397375275 -5.00718324994 26.4844599164 22 30 15 0.721761721281 40 9318
2516 -18.0329495745 -4.95375443772 27.2382820778 21 29 16 0.749070628319 40 9939
2566 -3.60267486172 -11.6205501412 22.0119887218 255 255 250 1.4659010932 40 2146
2570 -2.9513321796 -10.0173200008 21.7204631208 255 255 253 0.953475460746 40 2390
2577 -17.524052362 -7.87059501333 23.3516011252 68 77 48 1.70174672714 40 2817
2596 -18.1230779083 -10.8854310863 36.7913118449 115 123 72 1.46109686175 40 3193
2598 -17.0203812252 -11.0049125849 37.4643579459 109 117 60 0.803330718116 40 3220
2602 -6.99853576319 -6.25191932277 20.3546835042 87 87 45 1.50785503418 40 5923
2608 -19.0818414826 -7.92430644476 28.5144055508 35 43 20 1.0261047963 40 3200
2610 -13.9947127786 -9.42747857557 33.5657139314 144 152 95 0.800847735444 40 3294
2614 -5.6002050393 -5.84093128392 19.9893500388 105 98 82 1.25441847298 40 5976
2620 -14.0387336056 -8.94127185901 32.9725155095 66 71 39 0.573528729989 40 3344
2621 -15.460623247 -7.78705298919 29.1071179375 131 139 89 0.669391035151 40 3312
2623 -17.5834610596 -7.33803858743 28.2114332334 95 102 68 0.492676834626 40 3315
2624 -17.0285318834 -7.28514028405 28.3047275405 107 112 70 1.09522342062 40 3336
2626 -19.0090458015 -7.06971838145 27.7388633062 19 25 13 0.706575616291 40 6059
2631 -16.2876444435 -7.16494206567 28.3405087373 104 112 70 0.619559515283 40 3369
2639 -15.2980591256 -7.07670732578 28.7061726834 103 109 74 0.68508674877 40 3424
2648 -5.75391600244 -5.2441036227 20.2170055657 123 130 96 0.848823853767 40 3373
2652 -15.3699104311 -6.76390726571 28.8519678724 33 38 18 0.93722738975 40 3490
2653 -15.3699104311 -6.76390726571 28.8519678724 33 38 18 0.93722738975 40 3491
2660 -5.26328344636 -5.12019646695 20.5796854664 65 67 56 0.690258549489 40 3453
2662 -18.2861857652 -6.2318283296 27.5637289403 44 52 31 0.975545975962 40 3487
2674 -18.2120806666 -5.90270338106 27.2690978401 100 110 77 0.535638941303 40 3527
2681 -15.5312047078 -6.24162088878 28.9245812307 41 44 33 0.664729192159 40 6218
2688 -4.9911351881 -4.64140275159 20.3787240899 106 101 71 0.701372153787 40 3549
2707 -10.6807815915 -5.29512365457 28.807195216 138 139 95 0.985013692434 40 6338
2717 2.50827679878 -0.978053135902 8.10257164122 13 20 5 0.880365653197 40 3889
2739 0.863956680863 1.02287738032 0.6305572682 37 37 35 0.810577570889 155 2190
2742 -4.43724902144 -11.8260683075 21.0057470398 136 137 104 1.95161980618 40 5324
2744 -4.4932966473 -11.7314821955 21.2346160696 127 120 95 1.75096566534 40 2045
2747 -4.1552397937 -4.02153792952 5.29247905785 254 254 254 1.25705216245 40 5046
2751 -31.0662824731 -24.4984479371 69.866363252 241 241 241 0.519006665033 40 7559
2778 -13.8173971468 -9.05112657138 33.0711588646 127 131 80 0.625344645923 40 6073
2784 -5.39596113092 -5.73994198075 20.236468167 90 92 70 1.16667784151 40 6027
2787 -18.9524781357 -7.12523736195 27.9217035022 58 65 47 0.54461911917 40 6061
2799 -5.75657087667 -5.37918281967 20.9115015819 29 33 19 1.19984024587 40 3397
2806 -18.3057819311 -5.9934415573 27.0237803889 75 84 53 0.988988476625 40 7751
2807 -15.3989217489 -6.54902740195 28.9397514485 25 28 19 1.23825283833 40 6191
2809 -16.0378579119 -6.4058908034 28.595436278 17 20 13 0.794115107822 40 6190
2811 -7.79470733784 -5.61954872325 23.9966243382 61 56 30 1.62016178344 40 6184
2812 -15.5198627874 -6.39577333533 28.9130914457 18 21 12 1.63012693789 40 8721
2837 3.4329187888 -1.31561882829 8.34058635791 25 26 21 0.634568821192 40 3757
6008 2.82350163459 -1.23104365223 7.98241810485 69 79 65 1.32663218191 1 2420
6009 -13.8829794114 -6.68141236345 31.0358722137 49 56 40 1.20291012576 40 8742
6012 2.78538715925 -0.39929303151 8.28669636081 16 17 9 1.20028460244 1 6461
6014 -14.055051898 -5.54296776348 29.35427433 17 21 9 1.24795478829 40 3776
6024 -3.05787167299 -11.8489500116 23.1483890628 255 255 252 1.02044205969 40 2218
6026 -37.8514130667 -27.0369790832 65.9278048719 249 247 248 0.905080338395 40 2578
6029 -31.4226136807 -26.3870873325 65.646917887 160 146 135 0.929666128391 40 2641
6030 -31.3789088397 -25.9267961711 65.5720270462 163 154 149 0.935937362333 40 2674
6032 -30.8054869214 -25.9230740013 65.8214821022 176 165 163 0.863484707231 40 2693
6033 -28.235896734 -28.4124361247 72.2235221907 153 141 139 0.706834957187 40 2720
6034 -28.235896734 -28.4124361247 72.2235221907 153 141 139 0.706834957187 40 2721
6036 -30.7672316514 -25.9184910317 66.2582019299 255 255 253 0.953933216629 40 2703
6037 -7.04819190492 -7.94030937436 20.3977335692 232 226 170 1.16676203666 40 2675
6041 -31.3438108533 -24.9441152888 68.4893584621 191 195 194 0.761373524111 40 2828
6042 -37.7551844374 -24.1096863516 66.6712956706 128 129 131 1.07910671794 40 5768
6046 -38.3327842826 -23.502841159 66.8782693456 208 209 208 0.626484149772 40 2858
6048 -31.0805873758 -22.6787325035 67.9266106487 144 130 127 0.866085358891 40 3022
6056 -18.0029285607 -7.75333382966 28.4183215712 137 146 129 0.837580606855 40 3232
6057 -12.6032693961 -9.06153373943 33.2597907228 129 137 87 0.856869913615 40 3356
6058 -18.3859614131 -7.45528742945 28.3832086706 42 50 32 0.555294132799 40 3288
6059 -18.3937899067 -7.34064717205 28.1811079913 90 101 85 0.6385614152 40 3298
6060 -18.6680864997 -7.14603147773 28.3036704427 60 66 52 0.915279318625 40 3343
6064 -12.0978947918 -8.08488708764 33.5703384164 61 70 55 1.31212028588 40 6199
6068 -14.5001526578 -6.70030267884 29.7281457558 51 57 47 1.09441575962 40 3553
6072 -13.7729241328 -6.25042536988 29.8609448612 25 31 17 1.74003014639 40 6251
6074 -18.1053076524 -5.22619851105 27.5358197546 18 26 13 0.701825759561 40 3691
6076 3.16717841096 -1.18055440968 8.22850096534 13 16 7 1.33779195809 40 6327
6077 -11.5251159922 -5.33831821699 29.3464489015 165 171 133 0.680568761421 40 3845
6099 -34.9089672295 -28.1444551839 70.6403183802 253 255 254 1.19682503225 40 2659 40 5661
6100 -28.4407502967 -28.3862303853 71.8870649182 152 137 133 0.654767044155 40 5693
6101 -28.4063280984 -28.3469773171 71.7923067116 152 137 133 0.471664409276 40 5694
6104 -36.4007178214 -26.4161696161 68.5550748621 101 105 114 1.41266134319 40 2714
6105 -6.85246103855 -7.6613028357 19.9710042562 113 115 93 1.17970283658 40 5686
6107 -40.4918908399 -24.3452498529 67.5671498555 148 127 126 1.82678992956 40 2808 40 5767
6109 -4.14845156332 -6.48019221918 19.0777762213 79 73 57 2.00277026704 40 5834
6110 -19.1090497961 -9.7622669271 29.8550747113 91 103 63 1.11551352644 40 5826
6112 -31.8989707609 -21.2645206956 66.5427868703 145 118 105 0.774821449083 40 5927
6116 -18.6163290361 -8.98819278035 29.9950102958 86 98 50 1.16044342844 40 5925
6117 -13.6601229298 -8.03893568798 31.3967569134 57 65 42 1.423956803 40 7721
6118 -12.2004009634 -8.03932664745 33.399017502 23 28 24 0.55473158489 40 6195
6120 -5.82732641385 -4.81891152322 21.2704282375 59 65 55 1.77527502626 40 6209
6122 -16.1140754907 -6.06760025058 28.6211998612 31 37 25 0.684808155949 40 3594
6124 -12.2207632489 -6.84563429383 32.9883585039 44 48 34 0.789146831174 40 7810
6128 -17.8025324212 -5.03405042278 28.3581384775 23 29 17 1.02561763235 40 6310
6131 0.270204758614 0.794956387376 -0.180889802867 40 43 42 1.32075987982 40 3236
6141 -3.13573607202 -11.763785101 22.7621615108 98 101 87 1.52714771422 40 5414
6146 -30.4602228945 -25.4117803586 69.7823875071 231 230 228 0.71455827867 40 5784
6149 -15.6100936477 -11.4294866008 39.4700019653 56 67 51 1.93086585852 40 3267
6154 0.266100685927 0.77998786641 -0.174043691884 245 247 246 1.33846130662 40 5993
6157 -2.81867001771 -10.2018875831 21.6486155114 254 254 252 0.744355547308 40 8509
6159 -5.46314916692 -8.90214978658 20.0059582467 127 128 112 1.32613514185 40 8515
6160 -28.6035550068 -27.7936115199 71.5077605046 255 255 255 0.542748828677 40 8573
6171 -5.20721669624 -3.75816913953 6.29673185245 133 144 139 1.33045788872 40 9099
6177 -18.5188160617 -8.79807098811 30.6772614398 139 149 99 2.17733022245 40 9262
6178 -15.1558282873 -6.49891548123 28.7375233622 34 40 30 1.46217885373 40 9304
6186 -9.94843142146 -5.74647248909 29.5567319964 139 140 98 1.09738307788 40 9696
6191 2.00360533532 -1.38049188099 8.38469006872 22 25 13 1.70792052893 1 11136
6192 -30.3034598686 -23.7738437557 66.9313674012 233 235 237 1.25482605102 40 10076
6196 -36.6329791565 -27.2380371636 67.6556886299 255 255 255 1.48865904659 40 10064
6197 -35.780590403 -27.8205746054 71.0560287777 103 106 115 1.79968326368 40 10065
6207 -5.96445490787 -4.5700736568 21.1985713912 58 65 51 1.01514313611 40 7778
6219 -4.71497818869 -9.50517012249 19.7862394231 245 246 238 1.26960378271 40 2294
6222 -28.3814652811 -27.8444152558 72.2129237464 224 221 213 0.429134739829 40 2753
6225 -31.086052911 -23.8120652523 67.642051474 221 219 220 0.957573808769 40 2903
6228 -15.8451416306 -12.1994104509 40.0659884207 131 141 107 0.436556108566 40 3188
6229 -18.4022036551 -8.92830526135 29.1994776248 67 75 35 1.19263439011 40 3048
6230 -18.8532995867 -9.48730099101 31.130090777 49 60 26 1.18440179026 40 3067
6242 -5.4060489341 -5.74540226424 20.2610105148 99 97 74 0.734025419957 40 6026
6244 -16.4654929033 -7.73052354884 29.1279130602 113 117 67 0.816639246739 40 3310
6246 -13.9306818746 -8.27314292885 31.1625060981 44 51 30 0.549276174916 40 3357
6251 -15.5747389205 -7.44931923333 28.9602599582 42 49 30 0.716698993217 40 3358
6253 -13.8916480666 -7.73746342344 30.532563014 41 46 31 0.415517657089 40 3429
6255 -15.6119004378 -7.26030497678 29.0369316325 30 34 19 0.401395586237 40 3406
6256 -12.0792761288 -8.60017950053 34.2337750431 17 23 13 0.664859699293 40 3493
6261 -15.4479656905 -7.00385605675 28.9631031845 39 43 26 0.651691680406 40 3458
6262 -12.651585403 -7.85963693385 32.7887358279 39 45 33 0.888472263684 40 3531
6264 -13.8471650154 -7.07518874683 29.8988823432 26 30 16 1.13997578055 40 3513
6265 -13.5218994981 -6.92252662606 29.7395148064 130 136 103 0.60136332559 40 3526
6273 -15.3230165302 -6.42539262274 29.2530628115 13 16 9 0.686773465231 40 3568
6274 -13.6098929277 -6.54763881625 29.9531897413 28 32 18 1.44107803234 40 6230
6275 -13.5459195983 -6.86532481457 31.5433251017 51 55 40 0.860130029967 40 3639
6278 -4.83674139475 -4.23921897452 20.3077882998 22 25 14 1.44315207229 40 7797
6299 5.67948307906 -1.18527399469 8.02688124717 6 12 2 1.9361768068 40 6364
6300 3.6854651146 -1.1709233916 8.31305551398 9 15 2 0.81225563849 40 3832
6303 5.4904528597 -1.13789017004 7.96254537149 43 53 29 0.946464909788 40 6369
